id,trigger,conditions,script,text,options,notes
soeFightWin4,DialogOptionSelected,$option == soe_fightWin4,,"ネリエーネの剣がもう手元にないことが頭をよぎります。誰かがそれを安全にしまってくれたことを願います。あなたはネリエーネの顔を見つけます。彼女は群衆を押し分けようとしています。彼女は同時に喜びと心配の表情を浮かべています。

オーガスタ・ラオは遠くから見守り、彼女の表情は冷淡です。",soe_fightWin5:続ける,
soeFightWin5,DialogOptionSelected,$option == soe_fightWin5,BeginConversation neriene_rao,"後で - どれくらい後かは今は考えたくない - あなたはシャトルの前に不安定に立っています。邸宅のスタッフは効率的で、あなたの付き添いが召集されています。何人かは眠りから起こされたように見え、あなたは一人の警備員がこっそりと抗酔薬を飲んでいるのに気づきます。彼らはプロフェッショナルな口調を保っていますが、誇りに満ちていることがわかります。あなたの勝利の噂は、待機しているフライトクルーの間で明らかにすぐに広まりました。

ネリエーネは発射台からあなたを見送るようです。彼女は舞踏会の過剰にもかかわらず、冷静です。

""今夜、あなたは友達を作りましたね。"" ネリエーネは微笑みの兆しを見せながら言い、その笑顔は消えます。""そして、いくつかの敵も。""","soe_fightWinMaybe:""楽しいパーティーだった。また会えるかもね。""
soe_fightWinBravado:""そして今、私の敵は彼らを待っているものを知っている。""
soe_fightWinDatingSim:""あなたをその友達の中に数えられることを願っています。""
soe_fightWinNeverAgain:""私は二度とこの舞踏会には来ない。""
soe_fightWinRude:""あなたが私をあの堕落した血のスポーツに参加させるなんて信じられない。""",
soeFightWinMaybe,DialogOptionSelected,$option == soe_fightWinMaybe,"AdjustRepPerson neriene_rao FRIENDLY 1
$player.soe_wasNiceToNeriene = true","彼女は頷き、微笑みの兆しが戻ります。""多分。"" 彼女はあなたが返事する前に振り返り、邸宅の複合施設に向かって歩き去ります。",soe_fightWinPrevail:離脱,
soeFightWinBravado,DialogOptionSelected,$option == soe_fightWinBravado,,"彼女は眉をひそめる。「あなたの友人たちも、そうでしょう」と彼女は言い、背を向ける。

あなたが返事をする前に、彼女は邸宅の複合施設に戻り始める。",soe_fightWinPrevail:離脱,
soeFightWinDatingSim,DialogOptionSelected,$option == soe_fightWinDatingSim,"AdjustRepPerson neriene_rao FRIENDLY 2
$player.soe_wasNiceToNeriene = true","""それがいいわ」と彼女は言い、笑顔が戻る。

彼女はもっと言いたそうだが、代わりにうなずいて背を向け、あなたが返事をする前に邸宅の複合施設に戻っていく。",soe_fightWinPrevail:離脱,
soeFightWinNeverAgain,DialogOptionSelected,$option == soe_fightWinNeverAgain,,"彼女は遠くの嵐雲を見つめながらうなずき、「あなたを責めることはできないわ。もっと...文明的な状況で再会できるかもしれないわね。」

そう言って、彼女は背を向けて邸宅の複合施設に向かう。",soe_fightWinPrevail:離脱,
soeFightWinRude,DialogOptionSelected,$option == soe_fightWinRude,"AdjustRepPerson neriene_rao SUSPICIOUS -5
$player.soe_wasRudeToNeriene = true","彼女はショックを受けた表情をし、「あなたは本当に私が-」と言いかけて自分を遮り、手のひらをあなたに向けて、表情を硬くする。

ネリエーネは話そうと口を開くが、すぐに閉じて背を向け、邸宅の複合施設に戻っていく。",soe_fightWinPrevail:離脱,
soeFightWinPrevail,DialogOptionSelected,$option == soe_fightWinPrevail,"Call $global.soe_ref cleanUpMusicPlayer
EndConversation DO_NOT_FIRE
AddStoryPoints 1
$global.soe_completed = true
Call $global.soe_ref updateStage
ShowDefaultVisual
FireBest MarketPostOpen",あなたのシャトルは、$entityNameの上にある$shipOrFleetに再合流します。,,
,,,,,,
,,,,,,
# soe Lost Duel,,,,,,
soeFightLose,SOEDuelFinished,$soe_playerLostDuel,"$player.soe_lostDuel = true
Call $global.soe_ref postDuel","あなたはゆっくりと目を覚ます。明らかに気分が悪い。痛みはないが、分離した肉体の不快感がある。

ポータブルオートメディックがあなたのそばでビープ音を鳴らし、冷たいチューブがあなたの体に入っている。ぼんやりとしたネリエーネ・ラオの形をした人物があなたに何かを尋ねる。",soe_fightLose1:続ける,
soeFightLose1,DialogOptionSelected,$option == soe_fightLose1,,"あなたはベンチに寄りかかっていると思う。誰かの制服のジャケットが頭の後ろにある。高い窓が薄明かりの中で輝き、内部では楽しんでいる人々のぼやけた姿が動いている。

鏡はそのままにされ、空は深い青で暗く輝いている。",soe_fightLose2:続ける,
soeFightLose2,DialogOptionSelected,$option == soe_fightLose2,BeginConversation neriene_rao,"""さあ、あなたをシャトルに戻しましょう。""

ネリエーネはあなたを立ち上がらせる。あなたの頭は一瞬回り、次にオートメディックが動き出す。脆弱な健康感があなたを満たす。

彼女は慎重にあなたを目立たない使用人用のエレベーターに導き、シャトルの発着場に戻る。",soe_fightLose3:続ける,
soeFightLose3,DialogOptionSelected,$option == soe_fightLose3,,"邸宅のスタッフは効率的で、あなたの随行者が呼ばれています。彼らはプロフェッショナルな口調を保っていますが、気分が慎重であることは明らかです。あなたの損失の噂は、待機しているフライトクルーの間で素早く広まったようです。

ネリエンは発射台からあなたを見送ります。

""さて、"" 彼女は不快そうに言います。""すべてに対して謝罪します。私たちは皆、部族的な野蛮人ではありません。""","soe_fightLoseWontHold:""彼らの行動をあなたに対して責めたりはしません。""
soe_fightLoseParty:""楽しいパーティーだった。生き残れてよかった。""
soe_fightLoseBravado:""これで彼らは私が引き下がらないことを知った。これだけは勝った。""
soe_fightLoseDatingSim:""ダンスを楽しんだ。またやりたい。""
soe_fightLoseRude:""やめて。彼らはあなたが本当に何者かを私に見せただけだ。""",
soeFightLoseWontHold,DialogOptionSelected,$option == soe_fightLoseWontHold,,"彼女は厳しい表情でうなずき、あなたの言葉を受け入れる。

「より良い時まで、キャプテン。」彼女はあなたが返事をする前に背を向け、邸宅の複合施設に向かう。",soe_fightLoseLeave:離脱,
soeFightLoseParty,DialogOptionSelected,$option == soe_fightLoseParty,"AdjustRepPerson neriene_rao FRIENDLY 1
$player.soe_wasNiceToNeriene = true","""私もよ」と彼女は微笑み始めながら言う。

「次の機会まで、キャプテン」と彼女は言い、あなたが返事をする前に邸宅の複合施設に戻っていく。",soe_fightLoseLeave:離脱,
soeFightLoseBravado,DialogOptionSelected,$option == soe_fightLoseBravado,,"彼女は眉をひそめる。「アカデミーでは、敵が設定した条件での戦闘を避けるよう教えられた。」

彼女はもっと言いたそうだが、言わないことに決める。彼女は首を振り、あなたが返事をする前に背を向けて邸宅の複合施設に戻っていく。",soe_fightLoseLeave:離脱,"# translation: ""you idiot"""
soeFightLoseDatingSim,DialogOptionSelected,$option == soe_fightLoseDatingSim,"AdjustRepPerson neriene_rao FRIENDLY 2
$player.soe_wasNiceToNeriene = true","""それがいいわ」と彼女は言い、ついに笑顔が戻る。

彼女はもっと言いたそうだが、代わりにすぐにうなずいて背を向け、あなたが返事をする前に邸宅の複合施設に戻っていく。",soe_fightLoseLeave:離脱,
soeFightLoseRude,DialogOptionSelected,$option == soe_fightLoseRude,"AdjustRepPerson neriene_rao SUSPICIOUS -3
$player.soe_wasRudeToNeriene = true",彼女は傷ついた様子で、話そうと口を開けてから閉じ、すぐに振り返って邸宅の複合施設へと向かう。,soe_fightLoseLeave:離脱,
soeFightLoseLeave,DialogOptionSelected,$option == soe_fightLoseLeave,"Call $global.soe_ref cleanUpMusicPlayer
EndConversation DO_NOT_FIRE
AddStoryPoints 1
$global.soe_completed = true
Call $global.soe_ref updateStage
ShowDefaultVisual
FireBest MarketPostOpen",あなたのシャトルは、$entityNameの上にある$shipOrFleetに再合流します。,,
,,,,,,
# NPC reactions - different greetings based on things the player has done. Usually one-time or with a delay before they can happen again.,,,,,,
#reactionOpenCommLinkCont,DialogOptionSelected,$option == reactionCommCont,FireBest OpenCommLink,,,
#reactionGreetingCont,DialogOptionSelected,$option == reactionGreetingCont,FireBest PickGreeting,,,
#reactionPlayerKnowsTJComms,OpenCommLink,"$global.gaTJ_completed score:1000
!$reactedPlayerKnowsTJ
!$entity.ignorePlayerCommRequests
RollProbability 0.1",$reactedPlayerKnowsTJ = true 90,何らかの艦隊指揮官が横断ジャンプについて言及している。,reactionCommCont:続ける,
#reactionPlayerKnowsTJGreeting,PickGreeting,"$global.gaTJ_completed score:1000
!$reactedPlayerKnowsTJ
RollProbability 0.1",$reactedPlayerKnowsTJ = true 90,惑星に基づく人物が横断ジャンプについて言及している。,reactionGreetingCont:続ける,
,,,,,,
#convPlayerKnowsTJDefaultGreeting,PickGreeting,!$contact_printedFirstReturnGreeting,"$reactedPlayerKnowsTJ = true 90
$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","短い待機の後、あなたの接続リクエストが承認されました。

""こんにちは、"" $heOrShe が何かをちらりと見ます。""ああ、それは..."" $HisOrHer の目があなたの目に向かって素早く動きます。""ジャンプポイントなしでジャンプする $shipOrFleet だそうです。""",,
#convPlayerKnowsTJGreetingSoldier,PickGreeting,"!$contact_printedFirstReturnGreeting
$voice == soldier","$reactedPlayerKnowsTJ = true 90
$contact_printedFirstReturnGreeting = true 0
ShowPersonVisual
FireAll PopulateOptions","短い待機の後、あなたの接続リクエストが承認されました。

""通信オープン、"" $heOrShe が二度見します。""$PlayerName。キャプテン。""

""あなたの $shipOrFleet は異常なハイパースペースの動きに関連しています、"" $heOrShe は情報報告を読み上げるかのように言います。""今日はそのような不正行為は許しません。""

$Rank $personLastName が姿勢を正し、$himOrHerself を構成します。""チャンネルはクリアです、リクエストを述べてください。""",,
